timestamp,course,hear_web,hear_sm,hear_ce,hear_fam,hear_cs,hear_alum,hear_hs_tchr,hear_hs_gc,hear_iaa,hear_emp,hear_bb,hear_tv,hear_radio,hear_oth,att_cost,att_loc,att_prog,att_online,att_fam_ref,att_fac_staff,att_rep,att_finaid,att_scholar,att_sml_cls,att_extrac,att_tr_acc,att_neg_exp,att_njstars,att_tr_4yr,att_hs_cr,ev_oh,ev_idd,ev_ocis,ev_virt_info_2020o,ev_wwd,ev_rcf,ev_hs_st,ev_cp,ev_cyber,ev_info_hs,ev_cvhs,ev_cvi,ev_wfd_cls,ev_ct,ev_taf,ev_summer,imp_mhs_comp,imp_mhs_club,imp_comp_comp,imp_aftr_camp,imp_sum_camp,imp_ap_comp,imp_dual_comp,imp_fam,imp_fam_comp,imp_hs_tchr_gc,imp_emp,imp_cs,imp_exp_work,imp_oth,curr_deg,moti_deg_all_2020o,src_hs_gc,src_hs_tchr,src_it_web,src_adm,src_adv,src_emp,src_wfd,src_nj_wfd,src_oth,comp_1st,interest_in_more_classes,why_more_comp,gender,ethnicity,age,hear_hm_2223o,ev_tt_virt_2021a,ev_hoc_2223o,mot_job_comp_2021a,mot_tr_bach_2021a,mot_tr_hs_2021a,mot_career_adv_2021a,mot_career_ch_2021a,mot_prof_dev_2021a,mot_job_disp_2021a,mot_reloc_2021a,mot_curr_tech_2021a,mot_it_cert_2021a,mot_fin_2021a,mot_pers_enr_2021a,year
2020-09-24 23:44:26-05:00,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Engineering, Design and Advanced Manufacturing (EDAM)",To get a job in the computing field;Career Advancement,No,No,No,No,No,No,No,No,No,First Choice,0.0,,Man,Hispanic or Latino,18 and younger,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,No,2020
2020-09-25 01:01:40-05:00,CMP 130 Intro to IT,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,0.0,,Man,Asian,18 and younger,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,2020
2020-09-25 06:17:57-05:00,CMP 120 Foundations of Information Security,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,0.0,,Man,Hispanic or Latino,19-20,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-25 08:15:18-05:00,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Financial,Yes,Yes,No,No,Yes,No,No,No,No,Biology,0.0,,Man,White/Caucasian,19-20,,,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,2020
2020-09-25 09:15:53-05:00,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;IT Industry Certifications;Financial,No,No,Yes,Yes,No,No,No,No,No,First Choice,0.0,,Man,White/Caucasian,18 and younger,,,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,2020
2020-09-25 09:16:06-05:00,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,0.0,,Man,White/Caucasian,18 and younger,,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,2020
2020-09-25 10:18:08-05:00,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,0.0,,Prefer not to say,White/Caucasian,21-24,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2020
2020-09-25 10:43:01-05:00,CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,Business Administration,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,3.0,well I'm a business student and I'll be graduating soon from CCM. I might take some IT classes in the future but for now I'm focused on business. ,Man,Asian,25-34,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-25 12:17:50-05:00,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Business Administration,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,5.0,Professor Stoll is my professor for CMP-128 and so far class seems like it is going to be very informational and fun at the same time! ,Woman,Asian;White/Caucasian,21-24,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-25 18:58:19-05:00,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,0.0,,Man,Black/African American,21-24,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-25 21:48:46-05:00,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,Exercise science,0.0,,Man,White/Caucasian,19-20,,,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2020
2020-09-26 16:30:27-05:00,CMP 120 Foundations of Information Security,Yes,No,No,Yes,Yes,Don't recall,Don't recall,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications,Yes,No,No,Yes,Yes,No,No,No,No,First Choice,0.0,,Man,Asian,19-20,,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,2020
2020-09-26 18:22:05-05:00,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,3.0,It is interesting to learn how to code and create different things by typing in set commands.,Man,White/Caucasian,19-20,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-26 19:16:44-05:00,CMP 131 Fundamentals of Programming (Python),No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Change;Professional Development,No,No,Yes,No,No,No,No,No,No,Hospitality & Culinary Major,0.0,,Woman,Asian,25-34,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,2020
2020-09-27 10:10:27-05:00,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Not Sure,Yes,Not Sure,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,4.0,I find program interesting and fun.,Man,Hispanic or Latino;White/Caucasian,19-20,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-09-27 23:39:12-05:00,CMP 130 Intro to IT,No,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,Yes,Physics,0.0,,Man,Asian,19-20,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2020
2020-09-28 10:55:41-05:00,CMP 128 Computer Science I,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,0.0,,Man,Asian,19-20,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,2020
2020-09-28 11:15:36-05:00,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Change;Professional Development;Personal Enrichment,No,No,Yes,No,No,No,No,No,No,Industrial Engineering at a pervious college followed by Mathematics at CCM,0.0,,Man,Asian,21-24,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,2020
2020-09-29 04:38:45-05:00,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,No,Don't recall,No,No,No,No,No,First Choice,0.0,,Man,White/Caucasian,19-20,,,,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,2020
2020-09-30 14:35:28-05:00,CMP 131 Fundamentals of Programming (Python),No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;IT Industry Certifications,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,First Choice,0.0,,Man,White/Caucasian,19-20,,,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,2020
2020-09-30 18:08:29-05:00,CMP 120 Foundations of Information Security,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,0.0,,Non-binary,Choose not to reply,19-20,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,2020
2020-10-01 00:30:53-05:00,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Business Administration,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,4.0,"Always taken an interest in comp sci and at ccm, I can take an affordable(ish) class that shows the basics as I have been trying to self teach different coding languages.",Man,Hispanic or Latino;White/Caucasian,19-20,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-10-03 10:09:30-05:00,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Change;Professional Development;Financial,No,No,No,No,No,No,No,No,No,First Choice,0.0,,Man,Asian,25-34,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,2020
2020-10-05 17:34:38-05:00,CMP 120 Foundations of Information Security,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,No,Yes,No,Yes,No,No,No,No,First Choice,0.0,,Man,Hispanic or Latino,21-24,,,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2020
2020-10-08 19:38:17-05:00,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Engineering, Design and Advanced Manufacturing (EDAM)","To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;IT Industry Certifications",No,No,Yes,Yes,No,No,No,No,No,First Choice,0.0,,Woman,Asian,18 and younger,,,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,2020
2020-10-10 19:00:32-05:00,CMP 130 Intro to IT,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Challenger Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications;Financial",Yes,No,Don't recall,No,Don't recall,No,No,No,Yes,First Choice,0.0,,Man,Choose not to reply,18 and younger,,,,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,2020
2020-10-13 17:07:17-05:00,CMP 130 Intro to IT,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",Professional Development,No,No,No,No,No,No,No,No,No,First Choice,0.0,,Man,White/Caucasian,21-24,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,2020
2020-10-14 10:08:02-05:00,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,Yes,No,No,Yes,No,No,No,No,First Choice,0.0,,Man,Black/African American,19-20,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,2020
2020-10-14 18:18:25-05:00,CMP 131 Fundamentals of Programming (Python),Don't recall,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,No,Yes,Yes,Don't recall,Yes,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;Job Displacement;Financial;Personal Enrichment,Don't recall,Don't recall,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,0.0,,Prefer not to say,Choose not to reply,25-34,,,,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,2020
2020-10-22 18:59:06-05:00,CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Yes,Yes,No,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,2.0,Computer science is not my major ,Woman,Asian,19-20,,,,No,No,No,No,No,No,No,No,No,No,No,No,2020
2020-10-26 13:27:44-05:00,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;IT Industry Certifications,Yes,Yes,Don't recall,No,No,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,0.0,,Man,White/Caucasian,18 and younger,,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,2020
2022-09-26 12:13:34-05:00,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,0.0,,Man,White/Caucasian,19-20,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,2022
